date(y-m-d),Argentine Peso,Australian Dollar,Bahraini Dinar,Botswana Pula,Brazilian Real,Bruneian Dollar,Bulgarian Lev,Canadian Dollar,Chilean Peso,Chinese Yuan Renminbi,Colombian Peso,Croatian Kuna,Czech Koruna,Danish Krone,Euro,Hong Kong Dollar,Hungarian Forint,Icelandic Krona,Indian Rupee,Indonesian Rupiah,Iranian Rial,Israeli Shekel,Japanese Yen,Kazakhstani Tenge,South Korean Won,Kuwaiti Dinar,Libyan Dinar,Malaysian Ringgit,Mauritian Rupee,Mexican Peso,Nepalese Rupee,New Zealand Dollar,Norwegian Krone,Omani Rial,Pakistani Rupee,Philippine Peso,Polish Zloty,Qatari Riyal,Romanian New Leu,Russian Ruble,Saudi Arabian Riyal,Singapore Dollar,South African Rand,Sri Lankan Rupee,Swedish Krona,Swiss Franc,Taiwan New Dollar,Thai Baht,Trinidadian Dollar,Turkish Lira,Emirati Dirham,British Pound,Venezuelan Bolivar
2011-01-01,3.969,0.977326,0.37705,6.472492,1.6595,1.2845,1.46383,0.9977,467.75,6.591,1915.0,5.518,18.6835,5.5671,0.746798,7.773,208.11,115.05,44.700001,9000.0,10303.0,3.548,81.15,147.300003,1120.599976,0.28125,1.253,3.0845,29.799999,12.361,71.099998,1.281394,5.8199,0.38504,85.610001,43.639999,2.96135,3.641,3.1946,30.4775,3.7501,1.2845,6.63,110.940002,6.72145,0.9345,29.14,30.02,6.34,1.5374,3.6731,0.640553,4.3
2011-01-02,3.969,0.977326,0.37705,6.472492,1.6595,1.2835,1.46383,0.9977,467.75,6.591,1915.0,5.518,18.6835,5.565,0.74685,7.773,208.11,115.05,44.700001,9000.0,10303.0,3.54,81.190002,147.300003,1120.599976,0.28125,1.253,3.0845,29.799999,12.361,71.099998,1.281394,5.8169,0.38504,85.610001,43.639999,2.9608,3.641,3.1946,30.4775,3.7501,1.2835,6.63,110.940002,6.72145,0.9338,29.099001,30.02,6.34,1.5374,3.6731,0.641067,4.3
2011-01-03,3.9735,0.980569,0.377055,6.472492,1.646288,1.284367,1.462799,0.990444,465.649994,6.591,1915.5,5.523469,18.721212,5.57424,0.74791,7.768583,207.861502,115.47,44.59,8985.0,10369.000006,3.541195,81.547858,147.325012,1124.705522,0.281,1.2512,3.066,30.799999,12.257083,71.599998,1.288409,5.827791,0.38506,85.75,43.799999,2.954452,3.64125,3.195117,30.533764,3.75023,1.284367,6.614995,110.919998,6.693788,0.933069,29.12,30.084999,6.39,1.557411,3.6732,0.645615,4.3
2011-01-04,3.971,0.99558,0.37706,6.480881,1.666747,1.287438,1.469525,0.999076,487.850006,6.608,1902.699958,5.552787,18.714335,5.600075,0.751387,7.769715,207.641879,114.85,45.062222,8982.000001,10355.000018,3.523856,81.956135,147.320007,1124.059737,0.28118,1.2534,3.0635,29.850002,12.255199,71.599999,1.303845,5.869423,0.385,85.7,43.550002,2.95757,3.6414,3.208305,30.368421,3.75025,1.287438,6.697076,110.82,6.726967,0.947903,29.175004,30.104903,6.36,1.547801,3.67315,0.641558,4.3
2011-01-05,3.9715,0.999522,0.37705,6.548788,1.670312,1.29145,1.485031,0.994376,495.149993,6.5885,1901.699951,5.618698,18.84659,5.657994,0.759228,7.770753,209.305328,115.91,45.359878,8985.0,10353.000006,3.547783,83.221293,147.075012,1127.004628,0.2819,1.2621,3.0685,30.49968,12.194041,72.599998,1.312401,5.903995,0.38506,85.809918,43.900002,2.940388,3.641492,3.237569,30.379534,3.750234,1.29145,6.719997,110.82,6.766127,0.96449,29.17,30.216193,6.38,1.543853,3.6731,0.645308,4.3
2011-01-06,3.9725,1.004114,0.377055,6.578948,1.688198,1.294907,1.500927,0.995765,495.350006,6.62725,1894.5,5.67891,18.912537,5.717558,0.76734,7.7742,212.091402,116.89,45.345004,9009.0,10358.0,3.570018,83.15911,147.050003,1122.481451,0.28218,1.2667,3.07,29.950001,12.237312,72.5,1.317633,5.954064,0.385215,85.760002,43.976198,2.967877,3.64125,3.26378,30.537749,3.75027,1.294907,6.788826,110.800003,6.859084,0.963382,29.27,30.264999,6.33,1.55325,3.67315,0.645509,4.3
2011-01-07,3.9735,1.004783,0.377055,6.6313,1.68615,1.294726,1.511231,0.993527,497.649994,6.62925,1858.500001,5.717796,18.947789,5.756632,0.77269,7.771917,214.070551,117.61,45.18,9020.000003,10352.999986,3.583777,83.053689,147.0,1121.62802,0.28238,1.269,3.068,30.049999,12.24223,72.699997,1.318594,5.970852,0.385215,85.809956,44.204962,2.999765,3.6412,3.29274,30.714613,3.75021,1.294726,6.809908,110.82,6.902419,0.965455,29.357,30.359801,6.33,1.572761,3.6731,0.642732,4.3
2011-01-08,3.976,1.00321,0.37705,6.6313,1.6835,1.2945,1.51483,0.993,497.5,6.6286,1858.5,5.73325,19.0175,5.7688,0.774773,7.77245,214.889999,117.61,45.34,9020.0,10300.0,3.578,83.175,147.0,1123.55,0.2821,1.2605,3.068,30.049999,12.2346,72.199997,1.316482,5.99995,0.3845,85.699997,44.119999,3.0099,3.6411,3.299,30.7745,3.75,1.2945,6.78,110.82,6.9379,0.9672,29.36,30.32,6.33,1.5719,3.673,0.643335,4.3
2011-01-09,3.976,1.003512,0.37705,6.6313,1.6835,1.2945,1.51483,0.9933,497.5,6.6286,1858.5,5.73325,19.0175,5.7655,0.774833,7.7725,214.889999,117.61,45.34,9020.0,10303.0,3.578,83.24,147.0,1123.15,0.2821,1.257,3.068,30.049999,12.2346,72.199997,1.315963,5.9804,0.38474,85.699997,44.119999,3.01065,3.6411,3.2977,30.7745,3.75,1.2945,6.78,110.82,6.9339,0.9672,29.36,30.32,6.33,1.5719,3.673,0.643335,4.3
2011-01-10,3.976,1.00677,0.37704,6.65336,1.693,1.298848,1.511403,0.992724,498.75,6.6379,1865.5,5.722328,19.031031,5.756485,0.772777,7.777409,216.19977,118.19,45.380001,9072.5,10418.0,3.565976,82.79255,147.149994,1128.551837,0.28249,1.2675,3.078,30.6,12.24379,72.800003,1.310808,5.978819,0.38506,85.729996,44.424998,3.018838,3.6406,3.292673,30.594829,3.750175,1.298848,6.834047,110.769997,6.881667,0.968713,29.268,30.709919,6.33,1.580967,3.67315,0.641967,4.3
2011-01-11,3.9736,1.012889,0.376975,6.6313,1.6895,1.294056,1.507297,0.990418,496.349988,6.61966,1864.699951,5.71099,18.835158,5.741512,0.770647,7.776339,213.35221,118.49,45.12209,9043.0,10368.0,3.540138,83.377785,147.225006,1124.963396,0.282159,1.26382,3.0725,30.6,12.183136,71.400003,1.315793,5.951576,0.38476,85.63,44.0924,2.971193,3.6396,3.2914,30.546712,3.750228,1.294056,6.877503,110.620003,6.840596,0.975839,29.1426,30.52,6.38,1.577683,3.67303,0.640045,4.3
2011-01-12,3.974,1.006628,0.37704,6.6357,1.675751,1.289582,1.496942,0.986237,490.649994,6.60535,1860.5,5.667447,18.623814,5.701322,0.765372,7.774075,210.876823,118.33,45.044998,9045.0,10402.999985,3.54355,83.319087,147.225006,1112.019918,0.28209,1.2638,3.0633,30.6,12.06284,72.300003,1.316262,5.917332,0.38511,85.709999,43.919998,2.940183,3.6406,3.2724,30.187971,3.750178,1.289582,6.832932,110.720001,6.772348,0.971791,28.985001,30.384998,6.38,1.562162,3.6731,0.636375,4.3
2011-01-13,3.9755,1.001603,0.3766,6.609385,1.6715,1.286,1.46645,0.9887,488.799988,6.6092,1858.0,5.5455,18.299,5.586045,0.749788,7.77405,206.085,117.36,45.245003,9050.0,10395.0,3.562,82.816,147.024994,1110.800049,0.28118,1.2545,3.0545,30.5,12.1115,72.5,1.30105,5.8538,0.3851,85.699997,44.200001,2.90585,3.64,3.19195,30.0715,3.75025,1.286,6.825615,110.739998,6.68799,0.96443,29.049999,30.445,6.38,1.54835,3.67295,0.631034,4.3
2011-01-14,3.976,1.011668,0.37704,6.65336,1.6821,1.288704,1.468011,0.990305,489.250001,6.58985,1873.0,5.550523,18.292438,5.591265,0.750578,7.774539,206.869215,116.23,45.3462,9084.944,10387.503996,3.554806,82.997455,146.979996,1115.539289,0.281348,1.2533,3.0605,30.5,12.060963,72.699997,1.302286,5.867174,0.38505,85.602,44.2548,2.904261,3.641016,3.198301,30.071364,3.750202,1.288704,6.944292,110.739998,6.696265,0.96589,29.075001,30.507,6.38,1.553183,3.673,0.63007,4.3
2011-01-15,3.971,1.011225,0.37702,6.65336,1.6855,1.2874,1.46237,0.9907,489.0,6.5886,1870.5,5.524,18.2185,5.5628,0.746993,7.7744,206.735,116.23,45.349998,9045.0,10353.0,3.556,82.860001,146.979996,1114.699951,0.2811,1.2473,3.0605,30.0,12.0285,72.199997,1.304631,5.8379,0.38495,85.510002,44.279999,2.89595,3.6411,3.1831,30.0026,3.7497,1.2874,6.91,110.739998,6.66275,0.9635,29.017,30.48,6.33,1.5532,3.673,0.630199,4.3
2011-01-16,3.971,1.010509,0.37702,6.65336,1.6855,1.2874,1.46237,0.9897,489.0,6.5886,1870.5,5.524,18.2185,5.565,0.746882,7.7744,206.735,116.23,45.349998,9045.0,10353.0,3.55858,82.860001,146.979996,1114.699951,0.2811,1.2473,3.0605,30.0,12.0285,72.199997,1.305653,5.8403,0.38495,85.510002,44.279999,2.89595,3.6411,3.1838,30.0026,3.7497,1.2874,6.91,110.739998,6.6556,0.9631,29.017,30.48,6.33,1.5532,3.673,0.630199,4.3
2011-01-17,3.97562,1.004938,0.377097,6.648936,1.681296,1.28751,1.470963,0.98662,490.390006,6.59737,1872.5,5.559748,18.270974,5.603078,0.752073,7.776135,206.383189,116.93,45.518001,9060.0,10380.52,3.547762,82.68816,146.975006,1115.160744,0.28097,1.250608,3.0595,30.35,12.024476,72.900002,1.292927,5.854591,0.384624,85.650402,44.450001,2.909681,3.64172,3.20355,29.985597,3.750234,1.28751,6.883102,110.800003,6.713654,0.964653,29.075001,30.574607,6.38,1.540434,3.673056,0.62867,4.3
2011-01-18,3.9815,1.002246,0.37699,6.618134,1.6725,1.282565,1.459744,0.990933,490.350007,6.58415,1872.500001,5.512723,18.15099,5.561436,0.746484,7.777429,203.761114,117.17,45.345009,9058.999107,10387.999996,3.535294,82.666954,147.0,1111.293145,0.28075,1.2489,3.055504,30.74968,12.044126,72.800003,1.298165,5.837435,0.385055,85.808974,44.459007,2.889875,3.6413,3.177646,29.893133,3.750275,1.282565,6.918453,110.800003,6.65748,0.963616,29.029975,30.482497,6.33,1.537241,3.67295,0.625035,4.3
2011-01-19,3.9815,0.997118,0.37704,6.693441,1.670351,1.281743,1.44953,0.994031,492.25,6.58355,1843.400024,5.477415,17.992213,5.521769,0.741102,7.777897,202.040711,117.09,45.513799,9040.0,10393.0,3.545929,82.038528,146.899994,1114.117236,0.2802,1.2443,3.0525,29.5,12.069231,72.800003,1.295795,5.815002,0.385205,85.75,44.25,2.870787,3.6422,3.15835,29.814827,3.75027,1.281743,6.971405,110.779999,6.605856,0.958796,29.04,30.48,6.33,1.549331,3.67315,0.625452,4.3
2011-01-20,3.97814,1.013623,0.376978,6.734007,1.673232,1.289115,1.45491,1.000109,494.210012,6.586222,1847.300049,5.498378,18.123596,5.543798,0.743954,7.786108,205.360147,117.27,45.7866,9051.0,10359.4,3.612134,83.019436,146.904993,1124.671007,0.281098,1.244964,3.0515,29.899999,12.080545,72.420002,1.322762,5.881024,0.384749,85.664004,44.640001,2.899881,3.641889,3.172288,30.046912,3.750164,1.289115,7.079241,110.919998,6.669838,0.966051,29.215,30.630407,6.34,1.58081,3.672908,0.630045,4.3
2011-01-21,3.9815,1.011201,0.3766,6.729475,1.673,1.283281,1.440484,0.994257,492.650026,6.588,1845.999841,5.44659,17.94357,5.489529,0.736471,7.789634,201.716457,117.0,45.599,9059.999683,10380.000508,3.627194,82.636304,146.924986,1118.475985,0.2805,1.242,3.0625,29.999968,12.058961,73.099998,1.319645,5.813768,0.3846,85.899998,44.599995,2.853276,3.6417,3.144995,29.907636,3.750226,1.283281,7.092926,111.019997,6.604633,0.959281,29.154997,30.6977,6.379997,1.573442,3.67295,0.62519,4.3
2011-01-22,3.978,1.010407,0.37693,6.729475,1.67725,1.2839,1.43742,0.9932,493.0,6.5841,1843.5,5.42925,17.844,5.4721,0.73416,7.7912,201.49,117.0,45.629997,9055.0,10353.0,3.629,82.565,146.899994,1115.1,0.27943,1.2374,3.06,29.5,12.0543,72.599998,1.316309,5.8256,0.38472,85.800003,44.200001,2.8505,3.6417,3.133,29.876699,3.75,1.2839,7.02,111.019997,6.58635,0.9589,29.105,30.389999,6.33,1.5712,3.6727,0.6252,4.3
2011-01-23,3.978,1.011736,0.37693,6.729475,1.6765,1.2839,1.43742,0.9927,493.0,6.5841,1843.5,5.42925,17.844,5.47195,0.7342,7.7912,201.49,117.0,45.629997,9055.0,10353.0,3.63,82.585,146.899994,1118.099976,0.27943,1.2374,3.06,29.5,12.0543,72.599998,1.316309,5.81795,0.38472,85.800003,44.200001,2.8578,3.6417,3.133,29.876699,3.75,1.2839,7.02,111.019997,6.5866,0.95905,29.105,30.389999,6.33,1.5734,3.6729,0.6249,4.3
2011-01-24,3.9835,1.000104,0.3771,6.715917,1.67049,1.28081,1.432513,0.993432,492.549489,6.5855,1844.499579,5.412528,17.728407,5.459264,0.732485,7.797811,201.326551,117.34,45.554976,9061.99968,10375.012416,3.603849,82.44224,146.825011,1119.145079,0.28,1.2395,3.0565,30.249408,12.043434,73.199997,1.308849,5.782379,0.3846,85.899996,44.609995,2.839779,3.6415,3.12556,29.822592,3.749847,1.28081,7.01713,110.839996,6.575523,0.949287,29.099995,30.94,6.379997,1.563817,3.67295,0.625264,4.3
2011-01-25,3.989,1.009394,0.377035,6.715917,1.671,1.282096,1.434381,0.998636,492.850006,6.5836,1854.0,5.434627,17.75766,5.466233,0.733367,7.792212,201.993011,117.04,45.709999,9054.0,10393.0,3.604656,82.390357,146.75,1121.916004,0.27993,1.2421,3.051,29.1,12.085463,73.300003,1.309145,5.775019,0.385055,85.760002,44.5,2.841234,3.6413,3.12695,29.786278,3.75015,1.282096,7.078692,110.870003,6.5528,0.945935,28.99,30.965,6.33,1.57141,3.6731,0.632603,4.3
2011-01-26,3.988,1.005301,0.3771,6.72043,1.668596,1.279427,1.429175,0.995231,491.25,6.586,1856.199951,5.414451,17.680576,5.445401,0.730607,7.786283,200.882081,116.05,45.48,9030.000001,10355.000004,3.609,82.29026,146.774994,1117.214176,0.27975,1.2362,3.0525,29.9,12.038825,72.5,1.305251,5.758958,0.3851,85.910004,44.323998,2.83593,3.6412,3.11895,29.721941,3.75025,1.279427,7.097107,110.769997,6.473022,0.943695,29.06,30.82,6.35,1.576032,3.67295,0.629506,4.3
2011-01-27,3.987,1.009357,0.377,6.711409,1.67415,1.279266,1.428821,0.993863,484.899994,6.581,1862.0,5.416651,17.652918,5.445307,0.730527,7.7876,198.430324,115.96,45.709999,9020.0,10333.0,3.644421,83.042025,146.75,1114.552242,0.279,1.2325,3.0515,29.0,12.043023,72.860001,1.295922,5.800708,0.3845,85.800003,44.189999,2.849475,3.625,3.11505,29.648497,3.7501,1.279266,7.040981,111.029999,6.451659,0.946428,29.035,30.924999,6.33,1.579582,3.6728,0.628947,4.3
2011-01-28,3.993,1.008071,0.377,6.729475,1.68293,1.284297,1.437926,0.999386,483.399994,6.58,1855.900024,5.45903,17.86226,5.480174,0.735195,7.793147,200.861925,115.58,45.924999,9020.0,10333.0,3.689968,82.020472,146.800003,1116.033923,0.2795,1.234,3.054,28.9,12.141669,72.860001,1.295676,5.831699,0.3845,85.5,44.080002,2.900243,3.639,3.12975,29.824749,3.75045,1.284297,7.173069,111.029999,6.53095,0.943083,28.995001,31.014999,6.33,1.611182,3.6729,0.631402,4.3
2011-01-29,3.993,1.009948,0.377,6.729475,1.6812,1.2845,1.437035,1.0011,483.399994,6.58,1855.900024,5.45575,17.817,5.4742,0.734808,7.79,200.470001,115.58,45.93,9020.0,10333.0,3.675,82.099998,146.800003,1115.2,0.2795,1.234,3.054,28.9,12.2005,72.860001,1.293996,5.8135,0.3845,85.5,44.080002,2.9007,3.639,3.1243,29.8168,3.7502,1.2845,7.14,111.029999,6.5296,0.9416,28.995001,31.0,6.33,1.6065,3.6729,0.6304,4.3
2011-01-30,3.994,1.006644,0.37705,6.729475,1.6825,1.2853,1.437035,1.0011,484.200012,6.5829,1855.900024,5.45575,17.789,5.4723,0.734916,7.7885,200.470001,115.58,45.900002,9020.0,10337.0,3.722,82.089996,146.800003,1115.699951,0.2795,1.2377,3.0565,28.9,12.2005,72.199997,1.294834,5.8116,0.38465,85.510002,44.09,2.89895,3.6395,3.1243,29.8168,3.7503,1.2853,7.1736,110.769997,6.52765,0.9417,28.999001,31.08,6.33,1.6144,3.6732,0.630398,4.3
2011-01-31,4.0025,1.00271,0.377045,6.779661,1.674002,1.279375,1.426452,1.002916,483.149995,6.60595,1864.0,5.407375,17.663758,5.436579,0.729283,7.792933,199.102514,116.09,45.934846,9047.0,10387.999986,3.711205,81.965032,146.924988,1119.474165,0.2803,1.237,3.0625,29.4,12.156243,73.0,1.293411,5.774986,0.3852,85.720001,44.305,2.866306,3.6418,3.10695,29.779101,3.750625,1.279375,7.181866,110.870003,6.43497,0.940177,29.075001,30.881,6.38,1.601485,3.6731,0.623608,4.3
2011-02-01,4.0125,0.987734,0.377005,6.743088,1.662,1.27138,1.417663,0.992087,479.850006,6.5969,1852.5,5.375452,17.440284,5.403503,0.724837,7.791839,196.148006,115.63,45.654794,9015.8,10378.0,3.684016,81.496367,146.850006,1107.198013,0.27968,1.2323,3.06,29.1,12.00213,72.699997,1.282009,5.719984,0.3852,85.610001,44.189999,2.826618,3.641,3.0849,29.549507,3.750315,1.27138,7.145795,110.769997,6.387475,0.938896,29.02,30.880001,6.3,1.581488,3.672952,0.620204,4.3
2011-02-02,4.005016,0.993865,0.37703,6.747638,1.665599,1.272276,1.419491,0.988381,480.701212,6.55702,1852.6,5.383459,17.503779,5.410322,0.725751,7.786689,195.378089,114.77,45.572919,9020.2,10323.399988,3.681868,81.812565,146.801003,1114.030317,0.279153,1.228433,3.0421,28.92,12.032504,72.603998,1.28335,5.738579,0.385,85.410804,43.952001,2.837382,3.641304,3.088614,29.474257,3.750317,1.272276,7.174444,110.919998,6.445501,0.940764,29.022,30.870041,6.332,1.579231,3.673001,0.618709,4.3
2011-02-03,4.01814,0.985973,0.377099,6.779661,1.66923,1.274217,1.432424,0.990114,482.531996,6.56094,1859.5,5.432107,17.567105,5.458917,0.73234,7.786312,197.354793,115.15,45.690999,9025.46,10346.319998,3.701664,81.479082,146.725006,1113.848826,0.279996,1.234108,3.0445,29.200001,12.039683,73.099998,1.292558,5.734653,0.385099,85.595999,43.915598,2.856317,3.63961,3.121391,29.420828,3.750325,1.274217,7.288799,110.82,6.471464,0.943452,29.054336,30.905399,6.38,1.59402,3.672958,0.618763,4.3
2011-02-04,4.0155,0.986655,0.3771,6.839945,1.667502,1.274828,1.440219,0.990022,479.549956,6.561,1870.99984,5.463519,17.67514,5.489169,0.736334,7.786738,198.161568,116.0,45.699965,8994.998688,10350.00147,3.706857,81.987196,146.725005,1114.058271,0.2802,1.2365,3.0445,29.400024,11.998302,72.699997,1.300973,5.761756,0.3851,85.61,43.804994,2.863898,3.6375,3.13689,29.411793,3.750325,1.274828,7.259288,110.720001,6.492011,0.95578,29.07486,30.825,6.379997,1.585459,3.67295,0.621546,4.3
2011-02-05,4.011,0.988386,0.37705,6.839945,1.674,1.27525,1.439485,0.9875,479.0,6.557,1868.5,5.464,17.6645,5.4891,0.736323,7.787,197.800003,116.0,45.560001,8990.0,10323.0,3.7181,82.199997,146.699997,1113.699951,0.28005,1.2365,3.0445,28.9,11.9816,72.199997,1.299207,5.76415,0.385,85.510002,43.66,2.86185,3.6395,3.1339,29.4006,3.7501,1.27525,7.2486,110.720001,6.4844,0.9546,29.027,30.83,6.33,1.58515,3.6731,0.62095,4.3
2011-02-06,4.011,0.986777,0.37705,6.839945,1.6735,1.2743,1.439485,0.9875,479.0,6.557,1868.5,5.464,17.6771,5.4883,0.73654,7.7858,197.800003,116.0,45.560001,8990.0,10323.0,3.701,82.199996,146.699997,1113.45,0.28005,1.2365,3.0445,28.9,11.9816,72.199997,1.299714,5.758,0.385,85.510002,43.66,2.86095,3.6395,3.1321,29.4006,3.7501,1.2743,7.252715,110.720001,6.48,0.9546,29.07,30.83,6.33,1.5842,3.6731,0.620964,4.3
2011-02-07,4.016,0.986218,0.3771,6.839945,1.677896,1.274642,1.442506,0.988196,478.250288,6.565,1875.400024,5.468257,17.767011,5.498155,0.737504,7.784442,198.090647,116.12,45.400001,8955.0,10350.005758,3.68351,82.41199,146.674988,1103.748006,0.28027,1.238501,3.0385,29.4,11.973192,72.199997,1.298107,5.786229,0.3851,85.550003,43.669985,2.861148,3.6415,3.14141,29.298101,3.750215,1.274642,7.250826,110.769997,6.476346,0.957226,29.039222,30.729995,6.38,1.580567,3.67295,0.620689,4.3
2011-02-08,4.020482,0.982841,0.376999,6.821283,1.675354,1.271807,1.429387,0.991006,479.414099,6.557,1870.124256,5.419132,17.555885,5.448759,0.730935,7.782601,196.798504,115.75,45.176012,8924.99968,10365.000813,3.657451,81.946056,146.475005,1101.454217,0.28012,1.2345,3.0345,29.299967,11.986695,72.599998,1.286292,5.741177,0.3851,85.350016,43.449998,2.840694,3.6417,3.108675,29.22031,3.750275,1.271807,7.167938,110.940002,6.404997,0.957468,28.931492,30.724998,6.379997,1.573863,3.672998,0.621686,4.3
2011-02-09,4.0135,0.990771,0.3771,6.877579,1.667499,1.273715,1.429094,0.994825,477.549974,6.596,1886.200038,5.414148,17.710596,5.447588,0.730647,7.784884,198.439894,116.18,45.375,8930.0,10337.000459,3.670944,82.510482,146.424988,1109.01698,0.2801,1.2365,3.0395,29.350001,12.056875,72.900002,1.29675,5.773809,0.3851,85.059982,43.599998,2.854839,3.6417,3.10718,29.305096,3.750325,1.273715,7.23233,110.919998,6.43722,0.961462,28.825001,30.725,6.38,1.5904,3.67295,0.621568,4.3
2011-02-10,4.016,0.993961,0.377,6.83527,1.6682,1.277141,1.434415,0.995394,473.650032,6.5879,1885.500474,5.438224,17.737981,5.468364,0.733386,7.790295,199.57304,116.43,45.625623,8927.000032,10373.0,3.674442,83.113251,146.350006,1120.897217,0.280045,1.2404,3.044,29.75,12.078769,73.300003,1.303125,5.819177,0.385055,84.900019,43.595005,2.87495,3.64205,3.124914,29.309974,3.750473,1.277141,7.259426,111.0,6.458383,0.966101,28.938486,30.805,6.33,1.588071,3.67295,0.620013,4.3
2011-02-11,4.018,1.000084,0.37703,6.858711,1.667521,1.283166,1.447078,0.990596,472.200022,6.59282,1880.50016,5.485953,17.923347,5.51699,0.739929,7.794972,200.750933,117.5,45.6776,8930.00032,10328.003186,3.683678,83.539666,146.350008,1126.751952,0.28017,1.2418,3.051,28.850032,12.068893,72.700029,1.317961,5.867897,0.38503,84.810004,43.780002,2.901868,3.6417,3.148761,29.331049,3.750436,1.283166,7.310638,111.019997,6.496126,0.975809,29.175002,30.810751,6.330003,1.591812,3.67295,0.625751,4.3
2011-02-12,4.016,0.998203,0.37702,6.858711,1.6665,1.2821,1.443855,0.9879,472.200012,6.5927,1880.5,5.4725,17.876,5.5044,0.7381,7.7959,200.025,117.5,45.599998,8930.0,10323.0,3.694,83.43,146.350006,1126.400024,0.28012,1.2409,3.051,28.85,12.0233,72.699997,1.315789,5.8424,0.38503,84.809998,43.799999,2.8909,3.6417,3.1425,29.3069,3.7503,1.2821,7.2175,111.019997,6.4812,0.9727,29.174,30.790001,6.33,1.5881,3.6729,0.624844,4.3
2011-02-13,4.016,0.998004,0.37702,6.858711,1.6665,1.2821,1.443855,0.9878,472.200012,6.5927,1880.5,5.4725,17.841,5.5028,0.73815,7.7959,200.025,117.5,45.599998,8930.0,10323.0,3.673002,83.445,146.350006,1126.400024,0.28012,1.2409,3.051,28.85,12.0233,72.699997,1.31527,5.8499,0.38503,84.809998,43.799999,2.8911,3.6417,3.1425,29.3069,3.7503,1.2821,7.2625,111.019997,6.463,0.9727,29.174,30.790001,6.33,1.5881,3.6729,0.624922,4.3
2011-02-14,4.026,0.997912,0.377045,6.882312,1.667701,1.282262,1.451569,0.988275,469.549988,6.59785,1886.900024,5.503195,18.043965,5.534286,0.742179,7.795317,201.846444,117.82,45.504997,8910.0,10378.0,3.663121,83.339209,146.350006,1125.156409,0.280605,1.2471,3.052,29.1,12.045562,72.199997,1.321558,5.843052,0.385055,85.0,43.630001,2.930097,3.642,3.151599,29.307509,3.750325,1.282262,7.307005,110.769997,6.502417,0.970944,29.290001,30.744997,6.33,1.598099,3.67315,0.624253,4.3
2011-02-15,4.021,1.001181,0.37703,6.858711,1.6675,1.280249,1.449268,0.988634,472.299987,6.5894,1896.400026,5.487349,18.049594,5.525314,0.741033,7.794677,201.031163,117.51,45.435,8910.000003,10323.000023,3.642254,83.795202,146.350006,1122.444309,0.28021,1.2418,3.052,29.049999,12.133403,71.699997,1.330091,5.829718,0.38452,85.260002,43.700001,2.911165,3.6419,3.153596,29.321584,3.750325,1.280249,7.310811,110.769997,6.482713,0.967814,29.447269,30.71496,6.33,1.596261,3.6729,0.620059,4.3
2011-02-16,4.026,1.001564,0.377045,6.849315,1.671995,1.279697,1.443985,0.985604,474.049987,6.5904,1909.800049,5.470591,17.968653,5.504767,0.738276,7.790024,199.84517,117.54,45.415001,8895.0,10372.999981,3.622306,83.75197,146.325012,1118.002036,0.2805,1.2452,3.0495,29.6,12.088569,72.199997,1.32914,5.757023,0.38505,85.260002,43.630001,2.885949,3.64125,3.1355,29.240929,3.750317,1.279697,7.249869,110.769997,6.424052,0.961948,29.474998,30.635,6.38,1.585722,3.67315,0.62259,4.3
2011-02-17,4.023,0.988653,0.377125,6.825938,1.662851,1.276111,1.436426,0.983718,470.449974,6.5873,1889.501197,5.441469,17.855041,5.474808,0.734397,7.787685,198.420914,117.3,45.225,8870.0,10372.999998,3.622218,83.255293,146.199997,1114.754002,0.2802,1.2415,3.044,29.85,12.045628,72.599998,1.31661,5.705378,0.3846,85.309997,43.36,2.870904,3.638501,3.120826,29.240141,3.750315,1.276111,7.188442,110.769997,6.409026,0.950711,29.425193,30.614958,6.33,1.576995,3.67315,0.61833,4.3
2011-02-18,4.024,0.98664,0.377055,6.761325,1.6673,1.273795,1.43137,0.982895,468.649995,6.5745,1884.0,5.423299,17.885376,5.455957,0.73188,7.784297,197.404292,117.4,45.075001,8830.0,10377.999992,3.622001,83.23496,146.174988,1111.64993,0.28055,1.2386,3.0355,29.450001,12.01122,72.400002,1.311131,5.67667,0.38505,85.45,43.35,2.865767,3.64225,3.102651,29.127045,3.750449,1.273795,7.12517,110.870003,6.398367,0.948907,29.4,30.565,6.38,1.577997,3.67325,0.616007,4.3
2011-02-19,4.019,0.985562,0.37702,6.761325,1.66475,1.27385,1.428845,0.9863,468.5,6.5741,1881.5,5.41175,17.8355,5.4428,0.7303,7.78495,197.32,117.4,45.099998,8855.0,10328.0,3.6099,83.080002,146.149994,1110.0,0.27985,1.2334,3.0355,28.950001,12.02685,71.900002,1.313543,5.6681,0.385,85.309998,43.34,2.86105,3.6415,3.0942,29.119,3.7503,1.27385,7.1333,110.870003,6.3854,0.9439,29.396999,30.57,6.33,1.578,3.6731,0.615252,4.3
2011-02-20,4.019,0.986096,0.37702,6.761325,1.6635,1.2735,1.428845,0.9863,468.5,6.5741,1881.5,5.41175,17.8464,5.4427,0.730514,7.7852,197.32,117.4,45.099998,8855.0,10328.0,3.62,83.5,146.149994,1110.0,0.27985,1.2334,3.0355,28.950001,12.02885,71.900002,1.313543,5.6674,0.385,85.309998,43.34,2.86215,3.6415,3.0945,29.119,3.7503,1.2735,7.1333,110.870003,6.39005,0.9439,29.4,30.57,6.33,1.578,3.6731,0.61546,4.3
