date(y-m-d),Argentine Peso,Australian Dollar,Bahraini Dinar,Botswana Pula,Brazilian Real,Bruneian Dollar,Bulgarian Lev,Canadian Dollar,Chilean Peso,Chinese Yuan Renminbi,Colombian Peso,Croatian Kuna,Czech Koruna,Danish Krone,Euro,Hong Kong Dollar,Hungarian Forint,Icelandic Krona,Indian Rupee,Indonesian Rupiah,Iranian Rial,Israeli Shekel,Japanese Yen,Kazakhstani Tenge,South Korean Won,Kuwaiti Dinar,Libyan Dinar,Malaysian Ringgit,Mauritian Rupee,Mexican Peso,Nepalese Rupee,New Zealand Dollar,Norwegian Krone,Omani Rial,Pakistani Rupee,Philippine Peso,Polish Zloty,Qatari Riyal,Romanian New Leu,Russian Ruble,Saudi Arabian Riyal,Singapore Dollar,South African Rand,Sri Lankan Rupee,Swedish Krona,Swiss Franc,Taiwan New Dollar,Thai Baht,Trinidadian Dollar,Turkish Lira,Emirati Dirham,British Pound,Venezuelan Bolivar
2012-04-03,4.379496,0.96428,0.377025,7.380074,1.826109,1.251431,1.466641,0.990785,481.5,6.297809,1770.0,5.624204,18.450301,5.579546,0.749877,7.76433,220.408714,126.07,50.716294,9129.0,11335.0,3.722633,82.195445,147.050003,1122.632682,0.278,1.26275,3.049923,28.450001,12.73638,81.104996,1.214504,5.681321,0.385025,90.652195,42.700797,3.097758,3.64111,3.280774,29.192754,3.750275,1.251431,7.696329,126.166453,6.596225,0.902598,29.476224,30.84,6.35,1.775415,3.67315,0.62648,4.3
2012-04-04,4.381496,0.975103,0.377025,7.451564,1.830516,1.259397,1.489733,0.996136,484.54994,6.297603,1776.499841,5.70146,18.781063,5.66699,0.761666,7.765025,225.27909,127.32,51.113385,9129.999683,11335.0,3.737222,82.647579,148.225005,1130.78996,0.278153,1.247999,3.067203,28.949969,12.830107,81.720001,1.228469,5.766048,0.385025,90.395668,42.859898,3.163071,3.641399,3.329988,29.466756,3.750325,1.259397,7.807744,125.366665,6.707328,0.916737,29.521981,31.049961,6.399996,1.794111,3.673149,0.629709,4.3
2012-04-05,4.384005,0.970662,0.3768,7.490637,1.830448,1.259211,1.497187,0.992836,485.5012,6.311857,1772.004,5.725843,18.873574,5.695675,0.765484,7.764352,226.50696,127.32,51.107146,9100.008,11335.0,3.741418,82.340472,148.220201,1128.10756,0.278535,1.24056,3.066932,28.904,12.833769,81.5,1.225097,5.788808,0.384801,90.590008,42.800136,3.183715,3.638724,3.344408,29.443968,3.749913,1.259211,7.83362,125.701371,6.754448,0.920097,29.499086,30.994999,6.3504,1.793221,3.672401,0.632071,4.3
2012-04-06,4.378058,0.969902,0.3769,7.490637,1.823748,1.2606,1.494445,0.997306,484.25,6.306801,1772.5,5.718652,18.89124,5.685314,0.764111,7.766077,226.426713,127.32,51.112744,9110.0,11335.0,3.743693,81.569569,147.625,1131.085206,0.278631,1.248,3.065865,29.1,12.98884,81.489998,1.220374,5.790872,0.3856,90.637993,42.759986,3.17806,3.641992,3.34,29.581423,3.7502,1.2606,7.882861,125.806405,6.75438,0.917784,29.537407,31.000008,6.4,1.795327,3.673149,0.629888,4.3
2012-04-07,4.37,0.970167,0.3768,7.490637,1.82306,1.26065,1.49313,0.99715,483.5,6.30674,1770.0,5.6906,18.8797,5.68065,0.76375,7.7649,226.37,127.32,51.114998,9105.0,11335.0,3.735,81.64,147.600006,1131.049922,0.27855,1.2405,3.0662,28.6,12.9877,81.489998,1.22048,5.7895,0.3855,90.599998,42.759998,3.1776,3.6415,3.333,29.582001,3.7488,1.26065,7.88589,125.700002,6.7519,0.9166,29.532401,30.982,6.35,1.7944,3.6717,0.629842,4.3
2012-04-08,4.37,0.970026,0.377,7.490637,1.8248,1.26085,1.49313,0.99725,483.5,6.3068,1770.0,5.6906,18.88615,5.6825,0.7638,7.7649,226.38,127.32,51.114998,9105.0,11335.0,3.736,81.65,147.600006,1131.699951,0.27815,1.2426,3.066,28.6,12.9877,81.789993,1.219959,5.7892,0.3846,90.654999,42.759998,3.1776,3.6412,3.333,29.582001,3.7488,1.26085,7.885905,125.699997,6.75205,0.9166,29.518,30.969999,6.35,1.7942,3.6731,0.629882,4.3
2012-04-09,4.3835,0.969143,0.377001,7.490637,1.824333,1.262651,1.495449,0.997667,485.679994,6.306658,1775.1,5.719625,18.932552,5.690003,0.764602,7.766263,225.956289,127.32,51.14291,9140.2,11335.0,3.748218,81.367659,147.601006,1130.298278,0.278566,1.2408,3.06842,28.67,12.991748,82.068399,1.215835,5.798177,0.385001,90.632619,42.766154,3.189921,3.642148,3.337667,29.663685,3.75025,1.262651,7.878243,125.775228,6.781589,0.91858,29.560704,30.961993,6.352,1.799817,3.67315,0.629938,4.3
2012-04-10,4.384018,0.974799,0.377024,7.535795,1.835529,1.263117,1.496995,1.002965,484.206012,6.309403,1782.02,5.725151,19.027237,5.69378,0.765401,7.765306,228.713123,128.36,51.474997,9145.054287,11335.0,3.75312,80.963341,147.550203,1140.049717,0.2784,1.24056,3.077006,28.704001,13.184352,82.050003,1.230246,5.813758,0.385026,90.717747,42.810193,3.216836,3.641596,3.34548,29.813977,3.750149,1.263117,8.020006,127.513861,6.816338,0.91983,29.542606,30.980055,6.3504,1.816353,3.673149,0.631641,4.3
2012-04-11,4.382027,0.971318,0.377025,7.61035,1.831641,1.258837,1.492485,1.004034,487.055988,6.307581,1787.02,5.703973,18.962914,5.675954,0.7631,7.764564,227.532834,126.910004,51.437763,9145.040002,11335.0,3.758079,80.887148,147.700197,1144.189613,0.278114,1.24056,3.083096,28.92,13.161658,82.410004,1.222731,5.802183,0.384957,90.737424,42.735597,3.200762,3.641252,3.335612,29.678646,3.750105,1.258837,8.00058,128.602812,6.795085,0.91649,29.52681,30.882631,6.352,1.808244,3.67315,0.629429,4.3
2012-04-12,4.39138,0.957787,0.377025,7.581501,1.827738,1.252511,1.484993,0.995025,485.450012,6.304674,1784.5,5.67505,18.812907,5.647448,0.759203,7.76433,224.9455,127.1,51.577218,9160.0,11335.0,3.752789,80.86916,147.625,1137.864637,0.27815,1.26192,3.07256,29.5,13.064132,82.43,1.20921,5.767836,0.3849,90.759636,42.631994,3.165007,3.641288,3.320121,29.441451,3.750274,1.252511,7.890217,128.666657,6.747929,0.912485,29.462701,30.75992,6.4,1.795714,3.673208,0.627424,4.3
2012-04-13,4.3941,0.964303,0.377025,7.558579,1.837439,1.24733,1.495158,0.997792,483.5,6.29898,1775.0,5.714473,18.926178,5.686794,0.764469,7.759629,227.339086,126.650002,51.302982,9177.0,11335.0,3.750242,80.981941,147.550003,1134.8709,0.27831,1.2405,3.05912,28.6,13.150541,82.269997,1.213009,5.795059,0.3848,90.647914,42.614983,3.200665,3.6414,3.344112,29.62199,3.75032,1.24733,7.945364,128.653869,6.790233,0.919128,29.5027,30.754935,6.35,1.797315,3.6732,0.630931,4.3
2012-04-14,4.390027,0.963762,0.377,7.558579,1.839161,1.248306,1.49595,0.999402,484.0,6.303757,1775.0,5.71575,18.9195,5.68775,0.76476,7.7591,227.535,126.650002,51.297539,9135.0,11335.0,3.7531,80.900126,147.550003,1134.900857,0.277158,1.2405,3.058501,28.799999,13.15,82.269997,1.214771,5.7859,0.3848,90.58052,42.649618,3.2003,3.641301,3.3411,29.61,3.749606,1.248306,7.94828,128.322567,6.7911,0.919302,29.505058,30.77,6.35,1.797508,3.6731,0.631074,4.3
2012-04-15,4.39,0.964041,0.377,7.558579,1.83915,1.2481,1.49595,0.99945,484.0,6.2981,1775.0,5.71575,18.913,5.68775,0.76435,7.75925,227.535,126.650002,51.302498,9135.0,11335.0,3.761,80.93,147.550003,1135.100098,0.27815,1.2405,3.0598,28.799999,13.15,82.269997,1.214772,5.786,0.3848,90.599999,42.675003,3.2003,3.6413,3.3411,29.61,3.74955,1.2481,7.9409,128.649994,6.7909,0.9202,29.518499,30.780001,6.35,1.7975,3.6731,0.630994,4.3
2012-04-16,4.39354,0.967024,0.377025,7.627765,1.838677,1.250075,1.496611,1.002459,485.799988,6.301421,1772.0,5.727619,18.95331,5.692172,0.765207,7.757911,228.126979,127.88,51.616693,9197.499995,11335.0,3.760652,80.47599,147.5,1138.384927,0.27865,1.26275,3.076098,28.700001,13.226191,82.68,1.221102,5.779904,0.385025,90.787889,42.780594,3.209578,3.6415,3.34443,29.625271,3.750271,1.250075,7.96399,128.000773,6.791842,0.919723,29.521049,30.794997,6.35,1.798715,3.6732,0.630298,4.3
2012-04-17,4.394461,0.961188,0.37702,7.598784,1.849213,1.248182,1.490455,0.988201,486.950012,6.299498,1769.499999,5.707845,18.841205,5.669063,0.762042,7.759176,226.074559,126.85,51.473707,9179.999987,11335.0,3.754474,80.748595,147.654999,1138.297174,0.278216,1.248,3.068366,29.299998,13.087671,82.599998,1.216174,5.743253,0.385025,90.714898,42.657559,3.177691,3.641529,3.332864,29.493102,3.750277,1.248182,7.792334,128.570933,6.769818,0.915734,29.515374,30.810536,6.399999,1.789411,3.673248,0.62775,4.3
2012-04-18,4.393021,0.964509,0.377017,7.501875,1.870599,1.250649,1.490497,0.990099,487.101206,6.302204,1774.004,5.706952,18.879242,5.668754,0.762044,7.761488,226.5589,127.33,51.783936,9175.007969,11335.0,3.760489,81.307978,147.650194,1138.65257,0.278418,1.24056,3.0666,29.053999,13.125166,82.400002,1.223473,5.753009,0.385025,90.78661,42.642272,3.186237,3.641565,3.333384,29.515259,3.750101,1.250649,7.813303,128.466136,6.743966,0.916257,29.525234,30.874216,6.3504,1.78706,3.673145,0.624077,4.3
2012-04-19,4.404497,0.967374,0.377025,7.513148,1.885323,1.250841,1.488977,0.992729,489.75,6.303995,1779.5,5.72892,18.906237,5.663358,0.761316,7.762192,225.975493,127.33,52.086272,9180.000001,11335.0,3.756996,81.575201,147.845001,1138.445169,0.27845,1.248,3.068019,29.4,13.225862,82.5,1.226919,5.745444,0.385025,90.800003,42.643967,3.189281,3.64155,3.327937,29.531967,3.750395,1.250841,7.850527,129.766701,6.728651,0.915301,29.500405,30.879005,6.4,1.792279,3.673151,0.622764,4.3
2012-04-20,4.403,0.964118,0.377025,7.518797,1.872132,1.248851,1.48022,0.991207,485.850006,6.3057,1771.5,5.688662,18.896061,5.629923,0.7568,7.761551,224.806605,126.3,52.075001,9187.0,11335.0,3.751879,81.610476,147.820007,1138.400001,0.27815,1.2255,3.065,29.299916,13.122309,82.919998,1.22351,5.719884,0.3845,90.711612,42.549999,3.170146,3.64155,3.311528,29.43612,3.7501,1.248851,7.803419,130.013234,6.692911,0.909429,29.49,30.904994,6.35,1.79232,3.6732,0.620185,4.3
2012-04-21,4.403,0.96302,0.377025,7.518797,1.8731,1.2487,1.4659,0.99195,485.600006,6.3058,1770.0,5.7035,18.8846,5.6274,0.75645,7.7607,224.835,126.3,52.084991,9175.0,11335.0,3.7568,81.515,147.850006,1139.0,0.278148,1.2405,3.0655,28.9,13.0858,82.919998,1.221449,5.72095,0.3848,90.719857,42.599998,3.16825,3.64155,3.305,29.4612,3.7502,1.2487,7.81322,130.029951,6.68625,0.9089,29.49,30.719999,6.37,1.793998,3.6732,0.620097,4.3
2012-04-22,4.401,0.96302,0.377025,7.518797,1.872,1.2487,1.4659,0.99145,485.600006,6.3057,1770.0,5.7035,18.8846,5.626,0.75625,7.7607,224.835,126.3,52.084991,9175.0,11335.0,3.7568,81.535,147.850006,1139.5,0.278148,1.2405,3.0655,28.9,13.0858,82.919998,1.22115,5.7333,0.3848,90.719873,42.619999,3.16825,3.64155,3.305,29.4612,3.75,1.2487,7.805,130.029983,6.68745,0.9095,29.500999,30.91,6.37,1.793998,3.6732,0.620097,4.3
2012-04-23,4.406404,0.97114,0.377024,7.513148,1.886424,1.248785,1.489846,0.993763,488.801188,6.307143,1769.030086,5.756052,19.063338,5.667114,0.761735,7.760823,227.951795,126.57,52.525501,9191.900672,11335.0,3.763419,81.140325,147.700037,1140.07119,0.27839,1.252898,3.067197,28.800799,13.209085,83.300003,1.232605,5.750478,0.385016,90.878334,42.713803,3.208935,3.64134,3.337884,29.548694,3.750173,1.248785,7.864138,131.457228,6.771887,0.915332,29.509698,31.02684,6.35008,1.796341,3.673185,0.621085,4.3
2012-04-24,4.409499,0.971144,0.377025,7.518797,1.877838,1.246995,1.481168,0.988486,487.950012,6.304905,1769.5,5.7066,18.874098,5.634443,0.757286,7.760098,222.73076,126.239998,52.647003,9195.0,11335.0,3.752614,81.208095,147.674988,1139.250313,0.27816,1.250308,3.064345,29.6,13.15743,84.419998,1.232018,5.728475,0.385024,90.944237,42.670918,3.180188,3.641545,3.316512,29.343261,3.750015,1.246995,7.796267,132.116116,6.738228,0.910033,29.492448,30.925199,6.4,1.781137,3.673149,0.61989,4.3
2012-04-25,4.408,0.96784,0.377025,7.48503,1.883302,1.24394,1.480808,0.984764,486.100006,6.3064,1762.0,5.705112,18.727469,5.632467,0.757089,7.759875,218.39913,125.98,52.458044,9186.0,12245.000001,3.750775,81.324888,147.75,1139.598402,0.27795,1.250304,3.0572,28.799999,13.171761,84.160004,1.22995,5.721963,0.385025,90.870963,42.57,3.165161,3.64155,3.310511,29.331364,3.75026,1.24394,7.762146,132.519989,6.732327,0.909808,29.45992,30.91,6.35,1.77016,3.67315,0.619292,4.3
2012-04-26,4.4145,0.963136,0.377039,7.446017,1.888059,1.240321,1.478119,0.983952,485.549988,6.304049,1757.5,5.687143,18.785048,5.622073,0.755753,7.758966,218.049208,126.0,52.551403,9185.023992,12270.799949,3.751467,80.803736,147.875,1134.593191,0.277975,1.248418,3.05012,29.049999,13.208016,84.089996,1.227794,5.733544,0.385039,90.840259,42.447367,3.159831,3.640925,3.306756,29.334278,3.750395,1.240321,7.785874,130.866643,6.71743,0.908189,29.286445,30.8351,6.4,1.764185,3.67315,0.617729,4.3
2012-04-27,4.416377,0.957381,0.3771,7.513148,1.885048,1.238581,1.476316,0.980866,483.200886,6.3143,1759.4984,5.672013,18.741314,5.614505,0.754777,7.759374,216.796542,125.68,52.455002,9188.0,12269.999998,3.747248,80.468154,147.725006,1133.192028,0.278,1.246,3.044,29.0,12.991811,83.75,1.219662,5.730712,0.3851,90.949997,42.299999,3.149254,3.640899,3.313704,29.317673,3.750279,1.238581,7.758084,130.25,6.721621,0.906627,29.24,30.744999,6.4,1.759697,3.67305,0.615773,4.3
2012-04-28,4.415,0.956069,0.377,7.513148,1.8866,1.2377,1.477445,0.98145,483.0,6.30065,1756.0,5.6495,18.75555,5.6247,0.7546,7.75935,216.265,125.68,52.455002,9183.0,12245.0,3.7361,80.27,147.699997,1132.9,0.277,1.2385,3.0415,28.5,12.9677,83.75,1.215953,5.73295,0.385,90.949997,42.25,3.15415,3.6403,3.309,29.39,3.7504,1.2377,7.7341,130.25,6.716,0.9068,29.21,30.719999,6.35,1.7601,3.673,0.614931,4.3
2012-04-29,4.4125,0.954472,0.377025,7.513148,1.8883,1.238444,1.477445,0.98065,483.0,6.310899,1756.0,5.6495,18.762,5.6121,0.754461,7.75935,216.265,125.68,52.5425,9183.0,12245.0,3.7494,80.265039,147.699997,1135.199693,0.27765,1.2463,3.04925,28.5,12.9677,84.050003,1.215658,5.7231,0.385,90.899666,42.349993,3.14705,3.641287,3.309,29.39,3.750202,1.238444,7.743,130.26933,6.71595,0.906174,29.296997,30.764999,6.35,1.762106,3.673202,0.614818,4.3
2012-04-30,4.417308,0.960548,0.377037,7.513148,1.893493,1.236836,1.478468,0.988638,485.249998,6.283166,1765.499994,5.666,18.861723,5.623777,0.755946,7.758054,216.633722,125.85,52.735706,9192.519987,12282.999936,3.766342,79.811219,147.725006,1130.166612,0.27766,1.245,3.026368,29.099999,12.991366,84.139999,1.223386,5.729313,0.385037,91.025,42.179201,3.155858,3.641462,3.355292,29.373896,3.750266,1.236836,7.761452,129.630005,6.728035,0.908124,29.174037,30.75068,6.399999,1.758617,3.67315,0.616378,4.3
2012-05-01,4.41598,0.966712,0.377,7.513148,1.907801,1.235835,1.478913,0.983877,485.299988,6.2785,1762.5,5.667645,18.792016,5.624545,0.756141,7.757828,214.940691,125.85,52.736252,9195.0,12284.0,3.777721,80.165607,147.725006,1131.300517,0.2779,1.245,3.03155,29.299999,12.888779,84.139999,1.226113,5.717994,0.3851,91.055,42.139984,3.138943,3.64145,3.358049,29.338507,3.750324,1.235835,7.722524,129.630005,6.72178,0.908684,29.141502,30.7296,6.4,1.754589,3.67325,0.616481,4.3
2012-05-02,4.413,0.970624,0.377025,7.451564,1.913602,1.24008,1.486985,0.989011,485.5,6.2882,1789.0,5.71428,18.975474,5.655415,0.760269,7.758013,215.444763,125.59,52.958355,9218.0,12250.0,3.775705,80.195482,147.949997,1129.600001,0.27775,1.2375,3.027,28.65,12.959695,84.139999,1.235481,5.746933,0.385025,90.966707,42.08,3.170056,3.64145,3.352761,29.398892,3.750216,1.24008,7.745597,128.270004,6.747233,0.913552,29.18,30.869999,6.35,1.763509,3.67315,0.617598,4.3
2012-05-03,4.426,0.974829,0.3771,7.451564,1.927152,1.242547,1.487471,0.98717,482.549988,6.297322,1755.5,5.728692,19.036574,5.6565,0.760526,7.759077,216.490452,124.620003,53.399517,9264.999992,12292.499997,3.780981,80.363659,147.904999,1129.992967,0.27785,1.26025,3.035367,29.049999,12.988577,84.139999,1.249642,5.744941,0.3849,90.793423,42.211951,3.178901,3.641549,3.350664,29.462827,3.750333,1.242547,7.733532,126.869204,6.758798,0.913806,29.222935,30.965028,6.4,1.761608,3.67325,0.617622,4.3
2012-05-04,4.42834,0.981517,0.377017,7.457121,1.923636,1.244587,1.49419,0.995384,482.15,6.299787,1755.5,5.726048,19.155602,5.681752,0.76397,7.761294,218.70458,124.03,53.426606,9186.0,12245.0,3.793433,79.850873,147.855005,1132.646303,0.277022,1.239,3.041729,28.649999,13.163305,84.139999,1.258161,5.792673,0.38482,90.799165,42.327599,3.200993,3.641234,3.363327,29.823883,3.750225,1.244587,7.828498,127.559118,6.818175,0.917634,29.261588,30.9054,6.36,1.759724,3.673176,0.61935,4.3
2012-05-05,4.428,0.98227,0.377,7.457121,1.9277,1.24465,1.49424,0.9981,482.0,6.2928,1755.0,5.7285,19.249,5.68535,0.76445,7.7609,218.835,124.03,53.474998,9185.0,12240.0,3.7902,79.845,147.850006,1135.85,0.2772,1.2375,3.041,28.549999,13.17195,84.139999,1.257071,5.7982,0.3848,90.799997,42.32,3.2063,3.64154,3.3631,29.77,3.7503,1.24465,7.8305,127.720003,6.8165,0.9182,29.25,30.9,6.35,1.7591,3.6732,0.619233,4.3
2012-05-06,4.422,0.982174,0.377,7.457121,1.9235,1.2441,1.49424,0.99525,482.0,6.293,1755.0,5.7285,19.249,5.68455,0.76435,7.76115,218.785,124.03,53.470001,9185.0,12240.0,3.7907,79.85,147.850006,1134.5,0.27675,1.2375,3.0471,28.549999,13.17195,84.139999,1.257229,5.7997,0.3848,90.699997,42.23,3.2265,3.6413,3.3631,29.77,3.7503,1.2441,7.8305,127.519997,6.81795,0.9186,29.19,30.9,6.35,1.7585,3.6732,0.619099,4.3
2012-05-07,4.430487,0.980322,0.3771,7.518797,1.927638,1.246595,1.49856,0.993759,484.749998,6.311394,1759.499995,5.750142,19.214685,5.697705,0.766174,7.76179,219.478765,124.71,52.913703,9195.808077,12275.000045,3.798998,79.885921,147.845001,1137.255723,0.2785,1.252507,3.053506,29.049998,13.157429,84.139999,1.257036,5.790855,0.3849,90.82,42.400066,3.207798,3.640909,3.373271,30.003246,3.750273,1.246595,7.812513,127.766515,6.819322,0.920384,29.352169,31.003065,6.4,1.761006,3.67315,0.617634,4.3
2012-05-08,4.43732,0.988362,0.377,7.575757,1.937866,1.247858,1.502749,0.999796,484.400042,6.309075,1753.00016,5.767017,19.403487,5.712942,0.768344,7.761727,221.030964,124.77,53.14543,9190.00032,12250.0016,3.80456,79.794179,147.800005,1137.223543,0.27821,1.254528,3.059498,28.650032,13.325685,84.650002,1.269672,5.830351,0.3848,90.895149,42.279992,3.235114,3.641452,3.386233,30.13309,3.7503,1.247858,7.897927,127.999981,6.853829,0.922864,29.3285,31.023813,6.350003,1.77857,3.673144,0.618886,4.3
2012-05-09,4.438499,0.993445,0.377,7.633588,1.956761,1.252292,1.509826,1.001576,491.5,6.310776,1777.0,5.789502,19.505031,5.738747,0.771967,7.763328,223.920381,125.17,53.754997,9260.000128,12245.000608,3.821909,79.638952,147.820007,1140.487936,0.278,1.256799,3.073991,29.07,13.49212,85.940002,1.274129,5.828319,0.3848,90.899996,42.545225,3.272129,3.641452,3.413549,30.344432,3.750204,1.252292,7.993805,128.045056,6.870631,0.927194,29.357286,31.0668,6.35,1.793412,3.67315,0.620028,4.3
2012-05-10,4.439498,0.989041,0.377,7.518797,1.955739,1.249782,1.509463,1.001679,486.299988,6.3152,1765.000001,5.806976,19.460121,5.73686,0.771771,7.763838,223.084755,125.32,53.252519,9175.400003,12264.944013,3.812923,79.919797,147.800003,1142.499344,0.278,1.256862,3.067524,29.0,13.462152,85.410004,1.270664,5.853847,0.3848,90.949997,42.370678,3.264628,3.64145,3.409515,30.111361,3.75022,1.249782,8.016565,127.869997,6.933996,0.927108,29.350082,31.135014,6.35,1.783382,3.67315,0.618844,4.3
2012-05-11,4.43832,0.993621,0.377025,7.692308,1.942317,1.250944,1.511794,0.996785,485.649994,6.311287,1762.0,5.805457,19.544955,5.745933,0.772978,7.765174,223.224666,125.69,53.602873,9240.000128,12240.00064,3.814441,79.867672,147.899994,1146.513152,0.2782,1.2495,3.073547,29.049999,13.491917,85.459999,1.271124,5.856566,0.3848,90.899996,42.537,3.283265,3.6413,3.426404,30.152391,3.750296,1.250944,8.090343,127.999499,6.944434,0.928415,29.400592,31.196961,6.37,1.786628,3.673,0.621926,4.3
2012-05-12,4.438,0.997855,0.3768,7.692308,1.964857,1.25265,1.51366,1.00015,485.649994,6.310539,1762.0,5.814,19.5615,5.75515,0.77405,7.7661,224.095,125.69,53.628294,9180.0,12240.0,3.8105,79.925,147.899994,1148.243552,0.27765,1.2495,3.071713,29.049999,13.513,85.459999,1.277384,5.8596,0.3848,90.880797,42.375119,3.2968,3.6408,3.4334,30.1175,3.7502,1.25265,8.0965,127.489683,6.9562,0.92985,29.373184,31.16,6.37,1.789,3.6728,0.622181,4.3
2012-05-13,4.435,0.997556,0.377,7.692308,1.9668,1.25265,1.51366,1.00015,485.649994,6.31126,1762.0,5.814,19.533001,5.7554,0.77425,7.7661,224.095,125.69,53.631001,9180.0,12240.0,3.8183,79.94,147.899994,1146.62002,0.27765,1.2525,3.07322,29.049999,13.513,85.459999,1.277384,5.85965,0.3846,90.872998,42.545999,3.2968,3.64162,3.4334,30.1175,3.7502,1.25265,8.1063,128.066006,6.9561,0.9298,29.399801,31.200001,6.37,1.78488,3.67322,0.622181,4.3
2012-05-14,4.439692,1.000383,0.377,7.751938,1.98968,1.256075,1.522759,1.002025,490.399994,6.322391,1768.0,5.851212,19.767191,5.78762,0.77858,7.765674,227.898504,126.239998,53.93009,9295.1,12250.0,3.82846,79.830203,148.100006,1151.102487,0.27805,1.2505,3.084017,29.1,13.669187,85.800003,1.282796,5.923545,0.3848,90.860685,42.772282,3.360127,3.641096,3.460571,30.402427,3.750201,1.256075,8.169262,128.566004,7.032061,0.935126,29.516385,31.36316,6.35,1.80736,3.673049,0.620611,4.3
2012-05-15,4.439697,1.002434,0.37701,7.811302,1.99545,1.259017,1.531739,1.002736,495.299988,6.32034,1772.0,5.893341,20.053672,5.821329,0.783169,7.76773,230.098679,126.330002,53.790201,9288.6,12246.9,3.828253,80.089149,147.919998,1155.268176,0.278771,1.2505,3.082696,29.1,13.728062,86.010002,1.294523,5.981446,0.3848,90.804003,42.670452,3.411938,3.641016,3.478477,30.665064,3.750296,1.259017,8.276796,128.906186,7.131547,0.940517,29.497289,31.273004,6.35,1.81566,3.673031,0.624002,4.3
2012-05-16,4.443428,1.007047,0.376904,7.843137,1.999869,1.266846,1.5361,1.01048,501.065922,6.323336,1792.679251,5.927691,19.984089,5.839576,0.785594,7.768325,232.139945,127.480003,54.469961,9240.0,12270.799872,3.827536,80.33693,148.024994,1165.755173,0.279497,1.25768,3.1145,29.65,13.805832,86.089996,1.305796,5.96498,0.3849,90.895843,43.0002,3.416974,3.640769,3.48505,30.990058,3.750043,1.266846,8.294465,128.899992,7.155943,0.943571,29.639312,31.384681,6.4,1.820693,3.673056,0.627659,4.3
2012-05-17,4.450498,1.007888,0.3769,7.843137,1.995298,1.26681,1.538379,1.016626,504.649994,6.326194,1797.5,5.944247,20.047886,5.847344,0.786703,7.767973,234.42581,127.480003,54.378573,9334.999808,12270.0,3.833296,79.278335,147.875,1165.432094,0.27965,1.258,3.11295,29.4,13.791886,86.980003,1.306458,5.981413,0.3849,90.870331,42.919998,3.427095,3.64185,3.493945,31.072921,3.750174,1.26681,8.323171,129.10016,7.198637,0.944848,29.548039,31.3546,6.4,1.826668,3.67325,0.63198,4.3
2012-05-18,4.4509,1.018544,0.377015,7.843137,2.022218,1.275256,1.537688,1.020732,503.5,6.327057,1810.0,5.939742,19.895873,5.843393,0.786159,7.766298,235.419848,128.03,54.485001,9354.0,12292.5,3.824513,79.121875,147.949997,1171.174636,0.27965,1.25,3.1365,29.200001,13.831589,87.580002,1.325916,6.000306,0.3848,90.949997,43.174999,3.424224,3.6417,3.49285,31.30035,3.750283,1.275256,8.339748,129.820007,7.185348,0.944214,29.59404,31.323167,6.35,1.838089,3.6732,0.633356,4.3
2012-05-19,4.449,1.016002,0.377,7.843137,2.02425,1.2752,1.530845,1.02215,503.5,6.3259,1810.0,5.9115,19.7744,5.81695,0.7823,7.76705,233.455,128.03,54.419998,9235.0,12245.0,3.82555,79.02,147.949997,1168.8,0.27965,1.2505,3.136,29.200001,13.811,87.580002,1.322227,5.96695,0.3848,90.849998,43.16,3.4011,3.6414,3.4719,31.273,3.7503,1.2752,8.34877,129.720001,7.1413,0.9403,29.56,31.299999,6.35,1.8358,3.6731,0.632171,4.3
2012-05-20,4.454,1.015538,0.377,7.843137,2.02425,1.2752,1.530845,1.02245,503.5,6.3259,1810.0,5.9115,19.7744,5.81675,0.7823,7.76685,233.455,128.03,54.424999,9235.0,12245.0,3.826632,79.02,147.949997,1172.800049,0.27965,1.2505,3.1365,29.200001,13.811,86.970001,1.322139,5.96615,0.3839,90.849998,43.174999,3.4011,3.64155,3.4719,31.273,3.7503,1.2752,8.34877,129.820007,7.1378,0.9403,29.6,31.41,6.35,1.83685,3.67325,0.632171,4.3
2012-05-21,4.460619,1.014868,0.376995,7.843137,2.0465,1.272764,1.531744,1.022107,506.05,6.32497,1828.5,5.912839,19.69661,5.820441,0.783142,7.76568,232.288306,127.05,55.023197,9369.800832,12240.252032,3.822537,79.31263,147.949997,1168.323664,0.279317,1.265363,3.136491,29.050799,13.792955,87.050003,1.31573,5.957083,0.3848,91.297107,43.181506,3.384946,3.641615,3.480702,31.183637,3.750192,1.272764,8.282689,129.880186,7.12932,0.940682,29.534253,31.355576,6.35,1.828538,3.673239,0.633281,4.3
2012-05-22,4.4665,1.012577,0.3769,7.6924,2.044207,1.269152,1.535802,1.018971,504.549988,6.316601,1822.5,5.936123,19.847086,5.835638,0.785288,7.764346,233.997502,127.0,55.353385,9323.40039,12288.0,3.84535,79.986563,147.744995,1165.679923,0.27925,1.267879,3.122,29.299999,13.738668,87.309998,1.314006,5.947247,0.3849,91.530301,43.145,3.410801,3.64165,3.493323,31.150813,3.750281,1.269152,8.279336,129.700003,7.119289,0.943265,29.52,31.374998,6.42,1.82998,3.6732,0.633865,4.3
